<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.06.24	13:00:00	1.16093	1.16093	1.15939	1.15965	2108	0	7
2025.06.24	14:00:00	1.15964	1.16147	1.15964	1.16082	2631	0	7
2025.06.24	15:00:00	1.16080	1.16109	1.15935	1.16004	3208	0	7
2025.06.24	16:00:00	1.16004	1.16027	1.15818	1.15916	3845	0	7
2025.06.24	17:00:00	1.15916	1.16414	1.15905	1.16166	5609	0	7
2025.06.24	18:00:00	1.16164	1.16360	1.16063	1.16068	4058	0	7
2025.06.24	19:00:00	1.16070	1.16247	1.16050	1.16238	2550	0	7
2025.06.24	20:00:00	1.16238	1.16324	1.16221	1.16258	1864	0	7
2025.06.24	21:00:00	1.16258	1.16289	1.16196	1.16233	1841	0	7
2025.06.24	22:00:00	1.16232	1.16247	1.16118	1.16124	1485	0	7
2025.06.24	23:00:00	1.16124	1.16151	1.16078	1.16081	1147	0	7
2025.06.25	00:00:00	1.16054	1.16125	1.16041	1.16070	523	0	18
2025.06.25	01:00:00	1.16062	1.16115	1.16041	1.16075	722	0	7
2025.06.25	02:00:00	1.16078	1.16151	1.16074	1.16120	858	0	7
2025.06.25	03:00:00	1.16121	1.16265	1.16110	1.16248	2020	0	7
2025.06.25	04:00:00	1.16250	1.16311	1.16175	1.16284	2323	0	7
2025.06.25	05:00:00	1.16284	1.16291	1.16173	1.16202	1761	0	7
2025.06.25	06:00:00	1.16203	1.16230	1.16109	1.16115	1375	0	7
2025.06.25	07:00:00	1.16115	1.16176	1.16112	1.16135	1094	0	7
2025.06.25	08:00:00	1.16135	1.16201	1.16091	1.16189	1486	0	7
2025.06.25	09:00:00	1.16189	1.16223	1.16035	1.16070	2643	0	7
2025.06.25	10:00:00	1.16069	1.16087	1.15897	1.15985	3058	0	7
2025.06.25	11:00:00	1.15987	1.16111	1.15928	1.16097	2339	0	7
2025.06.25	12:00:00	1.16097	1.16110	1.15919	1.16005	2428	0	7
2025.06.25	13:00:00	1.16005	1.16079	1.15970	1.16034	2029	0	7
2025.06.25	14:00:00	1.16033	1.16131	1.15967	1.15993	2295	0	7
2025.06.25	15:00:00	1.15990	1.16049	1.15899	1.15926	2562	0	7
2025.06.25	16:00:00	1.15926	1.16073	1.15901	1.16009	2934	0	7
2025.06.25	17:00:00	1.16006	1.16233	1.16005	1.16207	3687	0	7
2025.06.25	18:00:00	1.16206	1.16293	1.16166	1.16195	2718	0	7
2025.06.25	19:00:00	1.16194	1.16355	1.16194	1.16307	2133	0	7
2025.06.25	20:00:00	1.16307	1.16441	1.16268	1.16422	1692	0	7
2025.06.25	21:00:00	1.16423	1.16609	1.16416	1.16607	1903	0	7
2025.06.25	22:00:00	1.16609	1.16649	1.16562	1.16578	1738	0	7
2025.06.25	23:00:00	1.16582	1.16607	1.16510	1.16593	1041	0	7
2025.06.26	00:00:00	1.16557	1.16562	1.16531	1.16552	258	0	13
2025.06.26	01:00:00	1.16552	1.16600	1.16548	1.16592	793	0	7
2025.06.26	02:00:00	1.16594	1.16844	1.16593	1.16832	1684	0	7
2025.06.26	03:00:00	1.16837	1.16888	1.16798	1.16820	1682	0	7
2025.06.26	04:00:00	1.16821	1.16874	1.16674	1.16861	1807	0	7
2025.06.26	05:00:00	1.16861	1.16948	1.16821	1.16903	1847	0	7
2025.06.26	06:00:00	1.16903	1.17173	1.16884	1.16943	2423	0	7
2025.06.26	07:00:00	1.16943	1.16946	1.16785	1.16796	1351	0	7
