<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.06.25	05:00:00	0.80454	0.80526	0.80441	0.80502	1359	0	12
2025.06.25	06:00:00	0.80501	0.80557	0.80493	0.80551	1510	0	12
2025.06.25	07:00:00	0.80551	0.80555	0.80494	0.80504	1151	0	12
2025.06.25	08:00:00	0.80504	0.80542	0.80446	0.80468	1658	0	12
2025.06.25	09:00:00	0.80470	0.80560	0.80433	0.80548	1486	0	12
2025.06.25	10:00:00	0.80548	0.80575	0.80395	0.80527	1930	0	12
2025.06.25	11:00:00	0.80528	0.80581	0.80497	0.80537	1375	0	12
2025.06.25	12:00:00	0.80537	0.80798	0.80530	0.80648	1883	0	12
2025.06.25	13:00:00	0.80648	0.80673	0.80585	0.80657	1279	0	12
2025.06.25	14:00:00	0.80657	0.80688	0.80593	0.80655	1382	0	12
2025.06.25	15:00:00	0.80658	0.80738	0.80637	0.80708	1552	0	12
2025.06.25	16:00:00	0.80709	0.80743	0.80602	0.80674	1976	0	12
2025.06.25	17:00:00	0.80674	0.80684	0.80563	0.80579	2742	0	12
2025.06.25	18:00:00	0.80580	0.80623	0.80528	0.80566	1937	0	12
2025.06.25	19:00:00	0.80567	0.80567	0.80469	0.80511	1170	0	12
2025.06.25	20:00:00	0.80511	0.80569	0.80494	0.80500	1163	0	12
2025.06.25	21:00:00	0.80501	0.80506	0.80400	0.80410	1307	0	12
2025.06.25	22:00:00	0.80410	0.80470	0.80391	0.80466	957	0	12
2025.06.25	23:00:00	0.80466	0.80516	0.80438	0.80451	777	0	12
2025.06.26	00:00:00	0.80405	0.80499	0.80405	0.80413	221	0	35
2025.06.26	01:00:00	0.80423	0.80482	0.80412	0.80453	543	0	13
2025.06.26	02:00:00	0.80453	0.80456	0.80362	0.80373	1163	0	12
